Date,Open,High,Low,Close,Adj Close,Volume
2017-08-16,35.980000,36.070000,35.560001,35.810001,35.359146,22014000
2017-08-17,35.599998,35.680000,35.169998,35.169998,34.727203,19525000
2017-08-18,35.290001,35.310001,34.990002,35.009998,34.569218,16231400
2017-08-21,35.090000,35.279999,34.700001,34.919998,34.480350,26493300
2017-08-22,35.020000,35.189999,34.619999,34.650002,34.213753,26097800
2017-08-23,34.540001,34.810001,34.380001,34.660000,34.223629,19648100
2017-08-24,34.700001,34.889999,34.549999,34.709999,34.272995,14301900
2017-08-25,34.820000,34.930000,34.580002,34.669998,34.233498,14726800
2017-08-28,34.779999,34.799999,34.590000,34.650002,34.213753,20712900
2017-08-29,34.509998,34.750000,34.459999,34.730000,34.292744,15843700
2017-08-30,34.750000,34.959999,34.630001,34.889999,34.450729,18565000
2017-08-31,34.939999,35.180000,34.869999,35.070000,34.628464,16366800
2017-09-01,35.240002,35.389999,35.070000,35.090000,34.648212,12822000
2017-09-05,35.020000,35.330002,34.930000,35.020000,34.579098,18772000
2017-09-06,35.220001,35.939999,35.110001,35.759998,35.309776,28076400
2017-09-07,35.880001,35.950001,35.330002,35.540001,35.092548,16297100
2017-09-08,35.419998,35.540001,35.080002,35.189999,34.746952,14125000
2017-09-11,35.490002,36.000000,35.139999,35.770000,35.319653,20037600
2017-09-12,35.880001,36.340000,35.740002,36.090000,35.635624,19489900
2017-09-13,36.000000,36.400002,35.970001,36.330002,35.872601,15509800
2017-09-14,36.189999,36.700001,36.160000,36.480000,36.020714,18093900
2017-09-15,36.549999,37.080002,36.220001,37.000000,36.534168,33596100
2017-09-18,37.000000,37.330002,36.799999,37.000000,36.534168,19393800
2017-09-19,37.200001,37.299999,37.020000,37.230000,36.761272,23850500
2017-09-20,37.230000,37.290001,36.660000,37.070000,36.603287,23957500
2017-09-21,36.990002,37.270000,36.849998,37.200001,36.731647,22954200
2017-09-22,36.950001,37.220001,36.950001,37.180000,36.711903,21631800
2017-09-25,37.049999,37.230000,36.849998,37.160000,36.692154,23180800
2017-09-26,37.209999,37.639999,37.000000,37.470001,36.998249,29790400
2017-09-27,37.619999,37.689999,37.099998,37.540001,37.067368,25981400
2017-09-28,37.320000,37.880001,37.290001,37.830002,37.353718,21171400
2017-09-29,37.840000,38.150002,37.700001,38.080002,37.600571,23217300
